,0,web
https://www.midwayusa.com/product/1018227839,Hornady ELD Match Bullets Polymer Tip Boat Tail,https://www.midwayusa.com/
https://www.midwayusa.com/product/1301776634,CCI Small Rifle Primers #400,https://www.midwayusa.com/
https://www.midwayusa.com/product/1021313398,Strike Industries Charging Handle with Extended Latch AR-15 Aluminum,https://www.midwayusa.com/
https://www.midwayusa.com/product/1021070320?pid=806816,AR-STONER AR-15 Extractor AR-15 Matte,https://www.midwayusa.com/
